LagTime	Correlation

0	0.666319
0.1	0.661302
0.2	0.653821
0.3	0.645799
0.4	0.637718
0.5	0.629702
0.6	0.621779
0.7	0.613951
0.8	0.606216
0.9	0.598576
1	0.591029
1.1	0.583573
1.2	0.576211
1.3	0.568941
1.4	0.561765
1.5	0.554685
1.6	0.547697
1.7	0.540799
1.8	0.533987
1.9	0.527259
2	0.520621
2.1	0.514069
2.2	0.507598
2.3	0.501211
2.4	0.494908
2.5	0.488681
2.6	0.482532
2.7	0.476456
2.8	0.470452
2.9	0.464525
3	0.45867
3.1	0.45288
3.2	0.447158
3.3	0.441507
3.4	0.435924
3.5	0.430413
3.6	0.424973
3.7	0.419601
3.8	0.414298
3.9	0.409064
4	0.403897
4.1	0.398793
4.2	0.393754
4.3	0.388781
4.4	0.383875
4.5	0.379033
4.6	0.374253
4.7	0.369534
4.8	0.36488
4.9	0.360287
5	0.355755
5.1	0.351286
5.2	0.346874
5.3	0.342513
5.4	0.3382
5.5	0.333939
5.6	0.329732
5.7	0.32558
5.8	0.32148
5.9	0.317434
6	0.313436
6.1	0.309488
6.2	0.305592
6.3	0.301751
6.4	0.297962
6.5	0.294224
6.6	0.290535
6.7	0.286893
6.8	0.283295
6.9	0.279734
7	0.276209
7.1	0.272721
7.2	0.269271
7.3	0.265864
7.4	0.2625
7.5	0.259173
7.6	0.255889
7.7	0.252653
7.8	0.249461
7.9	0.246303
8	0.243179
8.1	0.240096
8.2	0.23705
8.3	0.234045
8.4	0.231077
8.5	0.228147
8.6	0.225262
8.7	0.22242
8.8	0.219613
8.9	0.216837
9	0.214098
9.1	0.211402
9.2	0.208746
9.3	0.206127
9.4	0.203545
9.5	0.200993
9.6	0.19847
9.7	0.195976
9.8	0.193511
9.9	0.191076
10	0.188673
10.1	0.186302
10.2	0.183965
10.3	0.181661
10.4	0.179381
10.5	0.177129
10.6	0.174902
10.7	0.172701
10.8	0.170522
10.9	0.168365
11	0.166234
11.1	0.164131
11.2	0.162059
11.3	0.160016
11.4	0.157999
11.5	0.156007
11.6	0.15404
11.7	0.152101
11.8	0.150188
11.9	0.1483
12	0.146436
12.1	0.144597
12.2	0.142784
12.3	0.141
12.4	0.139237
12.5	0.137501
12.6	0.135786
12.7	0.134098
12.8	0.132427
12.9	0.130773
13	0.129141
13.1	0.127531
13.2	0.125939
13.3	0.12437
13.4	0.122819
13.5	0.121285
13.6	0.11977
13.7	0.118272
13.8	0.116788
13.9	0.115324
14	0.11388
14.1	0.112454
14.2	0.111045
14.3	0.109653
14.4	0.108279
14.5	0.106924
14.6	0.105586
14.7	0.104267
14.8	0.102966
14.9	0.101679
15	0.100401
15.1	0.099135
15.2	0.0978871
15.3	0.0966604
15.4	0.0954525
15.5	0.0942619
15.6	0.0930844
15.7	0.0919216
15.8	0.0907737
15.9	0.0896374
16	0.0885169
16.1	0.0874094
16.2	0.0863127
16.3	0.0852276
16.4	0.0841518
16.5	0.083088
16.6	0.0820388
16.7	0.0810051
16.8	0.0799839
16.9	0.07897
17	0.0779657
17.1	0.0769713
17.2	0.0759874
17.3	0.0750155
17.4	0.0740532
17.5	0.0731005
17.6	0.0721571
17.7	0.0712204
17.8	0.0702987
17.9	0.0693896
18	0.0684908
18.1	0.0675952
18.2	0.0667038
18.3	0.0658176
18.4	0.0649417
18.5	0.0640756
18.6	0.0632183
18.7	0.0623718
18.8	0.061538
18.9	0.0607174
19	0.0599059
19.1	0.0591021
19.2	0.0583075
19.3	0.0575249
19.4	0.0567547
19.5	0.055996
19.6	0.055248
19.7	0.0545083
19.8	0.0537769
19.9	0.0530555
20	0.0523423
20.1	0.0516379
20.2	0.0509409
20.3	0.0502522
20.4	0.0495727
20.5	0.0489033
20.6	0.0482457
20.7	0.0475962
20.8	0.0469539
20.9	0.046321
21	0.0456952
21.1	0.0450795
21.2	0.0444716
21.3	0.0438714
21.4	0.0432772
21.5	0.042689
21.6	0.0421057
21.7	0.0415256
21.8	0.0409505
21.9	0.0403803
22	0.0398141
22.1	0.0392636
22.2	0.0387257
22.3	0.038196
22.4	0.0376738
22.5	0.0371575
22.6	0.0366455
22.7	0.0361376
22.8	0.0356346
22.9	0.0351429
23	0.0346592
23.1	0.0341833
23.2	0.0337161
23.3	0.0332584
23.4	0.0328038
23.5	0.032346
23.6	0.0318896
23.7	0.0314329
23.8	0.0309767
23.9	0.0305261
24	0.030082
24.1	0.0296481
24.2	0.0292225
24.3	0.0288063
24.4	0.0283985
24.5	0.0279963
24.6	0.0275982
24.7	0.0272059
24.8	0.0268167
24.9	0.0264335
25	0.0260479
25.1	0.0256576
25.2	0.0252662
25.3	0.0248794
25.4	0.0244993
25.5	0.02412
25.6	0.023742
25.7	0.0233698
25.8	0.0230042
25.9	0.022644
26	0.0222823
26.1	0.021925
26.2	0.0215735
26.3	0.0212297
26.4	0.0208907
26.5	0.0205502
26.6	0.0202074
26.7	0.0198638
26.8	0.019523
26.9	0.0191834
27	0.0188478
27.1	0.0185131
27.2	0.0181839
27.3	0.017863
27.4	0.017554
27.5	0.0172563
27.6	0.0169665
27.7	0.0166885
27.8	0.0164172
27.9	0.0161497
28	0.0158872
28.1	0.0156291
28.2	0.0153769
28.3	0.0151301
28.4	0.0148844
28.5	0.0146396
28.6	0.0143951
28.7	0.0141475
28.8	0.013895
28.9	0.0136429
29	0.0133872
29.1	0.0131364
29.2	0.0128879
29.3	0.0126428
29.4	0.0123998
29.5	0.0121572
29.6	0.011915
29.7	0.0116784
29.8	0.0114476
29.9	0.0112249
30	0.0110093
30.1	0.0108047
30.2	0.0106065
30.3	0.0104137
30.4	0.0102193
30.5	0.0100315
30.6	0.0098473
30.7	0.00966794
30.8	0.00948773
30.9	0.0093065
31	0.00912677
31.1	0.00894568
31.2	0.00876487
31.3	0.00858503
31.4	0.00840529
31.5	0.00822929
31.6	0.00805646
31.7	0.0078879
31.8	0.00772779
31.9	0.00757822
32	0.00743353
32.1	0.0072922
32.2	0.00715291
32.3	0.00701787
32.4	0.00688585
32.5	0.00675448
32.6	0.00661914
32.7	0.00647983
32.8	0.00633983
32.9	0.00619678
33	0.00605028
33.1	0.00590666
33.2	0.0057631
33.3	0.00562152
33.4	0.00548687
33.5	0.00535428
33.6	0.00522249
33.7	0.00509579
33.8	0.00497403
33.9	0.00485055
34	0.00472689
34.1	0.00460143
34.2	0.00447559
34.3	0.00434725
34.4	0.0042184
34.5	0.00409239
34.6	0.00396815
34.7	0.00384839
34.8	0.00373068
34.9	0.00361536
35	0.00349942
35.1	0.00338304
35.2	0.00326847
35.3	0.00315382
35.4	0.00304319
35.5	0.00293722
35.6	0.0028347
35.7	0.00273504
35.8	0.00263777
35.9	0.00253921
36	0.00244106
36.1	0.00234312
36.2	0.00224764
36.3	0.00215645
36.4	0.00206485
36.5	0.0019742
36.6	0.00188555
