LagTime	Correlation

0	0.668732
0.1	0.663709
0.2	0.656223
0.3	0.648193
0.4	0.640099
0.5	0.632065
0.6	0.624126
0.7	0.616287
0.8	0.608546
0.9	0.600905
1	0.59336
1.1	0.585912
1.2	0.578564
1.3	0.571308
1.4	0.564142
1.5	0.55706
1.6	0.550066
1.7	0.54316
1.8	0.536343
1.9	0.529615
2	0.522976
2.1	0.516421
2.2	0.509951
2.3	0.503562
2.4	0.497252
2.5	0.491017
2.6	0.484855
2.7	0.47876
2.8	0.47274
2.9	0.466799
3	0.460936
3.1	0.455148
3.2	0.449433
3.3	0.443788
3.4	0.438218
3.5	0.432718
3.6	0.427288
3.7	0.421925
3.8	0.416624
3.9	0.411382
4	0.4062
4.1	0.401084
4.2	0.396033
4.3	0.391047
4.4	0.386127
4.5	0.381277
4.6	0.37649
4.7	0.371762
4.8	0.367093
4.9	0.362486
5	0.357941
5.1	0.353452
5.2	0.349019
5.3	0.344645
5.4	0.340328
5.5	0.336069
5.6	0.331867
5.7	0.327716
5.8	0.323616
5.9	0.319563
6	0.315562
6.1	0.311613
6.2	0.307713
6.3	0.303856
6.4	0.300048
6.5	0.296286
6.6	0.292573
6.7	0.288906
6.8	0.285286
6.9	0.281716
7	0.27819
7.1	0.274711
7.2	0.271278
7.3	0.267886
7.4	0.264533
7.5	0.261212
7.6	0.257925
7.7	0.254675
7.8	0.251466
7.9	0.248296
8	0.245167
8.1	0.242082
8.2	0.23904
8.3	0.23604
8.4	0.233074
8.5	0.230139
8.6	0.227236
8.7	0.224366
8.8	0.221531
8.9	0.218729
9	0.215966
9.1	0.213241
9.2	0.210551
9.3	0.207896
9.4	0.205272
9.5	0.202678
9.6	0.20011
9.7	0.197573
9.8	0.19507
9.9	0.192602
10	0.190158
10.1	0.187745
10.2	0.185366
10.3	0.183018
10.4	0.1807
10.5	0.178414
10.6	0.176158
10.7	0.173928
10.8	0.171726
10.9	0.169556
11	0.167412
11.1	0.16529
11.2	0.163192
11.3	0.161123
11.4	0.159083
11.5	0.157069
11.6	0.155079
11.7	0.153113
11.8	0.15117
11.9	0.149248
12	0.14735
12.1	0.145477
12.2	0.143624
12.3	0.141791
12.4	0.13998
12.5	0.138198
12.6	0.136441
12.7	0.134705
12.8	0.132983
12.9	0.13128
13	0.129593
13.1	0.127923
13.2	0.126269
13.3	0.124638
13.4	0.123024
13.5	0.12143
13.6	0.119865
13.7	0.118326
13.8	0.116808
13.9	0.115311
14	0.113833
14.1	0.112374
14.2	0.110934
14.3	0.109511
14.4	0.108103
14.5	0.106714
14.6	0.105345
14.7	0.103998
14.8	0.102669
14.9	0.101356
15	0.100057
15.1	0.0987707
15.2	0.0974937
15.3	0.0962295
15.4	0.0949773
15.5	0.0937376
15.6	0.0925087
15.7	0.0912968
15.8	0.0900999
15.9	0.0889182
16	0.0877531
16.1	0.0866005
16.2	0.0854635
16.3	0.0843435
16.4	0.0832394
16.5	0.0821516
16.6	0.0810784
16.7	0.0800186
16.8	0.0789782
16.9	0.0779523
17	0.0769389
17.1	0.0759402
17.2	0.0749616
17.3	0.0740037
17.4	0.0730656
17.5	0.0721443
17.6	0.071237
17.7	0.0703367
17.8	0.0694431
17.9	0.0685524
18	0.067673
18.1	0.0668051
18.2	0.0659457
18.3	0.065095
18.4	0.0642519
18.5	0.0634193
18.6	0.0626026
18.7	0.0617972
18.8	0.0610004
18.9	0.0602069
19	0.0594206
19.1	0.0586435
19.2	0.0578732
19.3	0.0571123
19.4	0.0563595
19.5	0.0556164
19.6	0.0548863
19.7	0.0541674
19.8	0.0534613
19.9	0.0527655
20	0.0520807
20.1	0.0514051
20.2	0.0507336
20.3	0.0500681
20.4	0.0494086
20.5	0.0487533
20.6	0.0481025
20.7	0.0474625
20.8	0.0468315
20.9	0.0462065
21	0.0455845
21.1	0.0449719
21.2	0.0443667
21.3	0.0437704
21.4	0.0431854
21.5	0.04261
21.6	0.0420354
21.7	0.0414676
21.8	0.0409073
21.9	0.0403561
22	0.0398169
22.1	0.0392921
22.2	0.0387755
22.3	0.0382688
22.4	0.0377687
22.5	0.0372746
22.6	0.0367854
22.7	0.0363036
22.8	0.0358311
22.9	0.0353673
23	0.0349114
23.1	0.0344588
23.2	0.0340118
23.3	0.0335724
23.4	0.0331407
23.5	0.0327113
23.6	0.032289
23.7	0.0318675
23.8	0.0314548
23.9	0.0310497
24	0.0306546
24.1	0.0302698
24.2	0.029893
24.3	0.0295294
24.4	0.0291718
24.5	0.0288204
24.6	0.0284714
24.7	0.0281216
24.8	0.0277738
24.9	0.0274308
25	0.0270953
25.1	0.0267723
25.2	0.0264578
25.3	0.0261504
25.4	0.0258493
25.5	0.0255539
25.6	0.0252649
25.7	0.0249826
25.8	0.0247031
25.9	0.0244265
26	0.0241515
26.1	0.0238785
26.2	0.0236015
26.3	0.0233298
26.4	0.0230619
26.5	0.0227968
26.6	0.022537
26.7	0.0222825
26.8	0.0220335
26.9	0.0217861
27	0.0215425
27.1	0.0212983
27.2	0.0210577
27.3	0.0208213
27.4	0.0205936
27.5	0.0203698
27.6	0.0201495
27.7	0.019934
27.8	0.019723
27.9	0.0195145
28	0.0193104
28.1	0.0191087
28.2	0.0189067
28.3	0.0187111
28.4	0.0185135
28.5	0.0183195
28.6	0.018122
28.7	0.0179188
28.8	0.0177157
28.9	0.0175157
29	0.0173208
29.1	0.0171292
29.2	0.0169353
29.3	0.0167407
29.4	0.0165485
29.5	0.0163591
29.6	0.0161709
