LagTime	Correlation

0	2.30071
0.1	2.2957
0.2	2.2882
0.3	2.28013
0.4	2.27197
0.5	2.26384
0.6	2.25576
0.7	2.24773
0.8	2.23977
0.9	2.23186
1	2.22401
1.1	2.21622
1.2	2.20847
1.3	2.20079
1.4	2.19316
1.5	2.18558
1.6	2.17806
1.7	2.17059
1.8	2.16317
1.9	2.1558
2	2.14848
2.1	2.14121
2.2	2.134
2.3	2.12684
2.4	2.11974
2.5	2.11269
2.6	2.10568
2.7	2.09873
2.8	2.09181
2.9	2.08494
3	2.07812
3.1	2.07134
3.2	2.06462
3.3	2.05794
3.4	2.05131
3.5	2.04473
3.6	2.0382
3.7	2.03171
3.8	2.02527
3.9	2.01886
4	2.0125
4.1	2.00618
4.2	1.9999
4.3	1.99367
4.4	1.98747
4.5	1.98132
4.6	1.9752
4.7	1.9691
4.8	1.96304
4.9	1.95701
5	1.95102
5.1	1.94506
5.2	1.93914
5.3	1.93325
5.4	1.9274
5.5	1.92159
5.6	1.91581
5.7	1.91007
5.8	1.90436
5.9	1.89868
6	1.89303
6.1	1.88741
6.2	1.88182
6.3	1.87626
6.4	1.87074
6.5	1.86525
6.6	1.8598
6.7	1.85438
6.8	1.84898
6.9	1.84362
7	1.8383
7.1	1.833
7.2	1.82774
7.3	1.8225
7.4	1.81729
7.5	1.8121
7.6	1.80695
7.7	1.80182
7.8	1.79673
7.9	1.79166
8	1.78663
8.1	1.78162
8.2	1.77664
8.3	1.77168
8.4	1.76675
8.5	1.76184
8.6	1.75696
8.7	1.7521
8.8	1.74727
8.9	1.74246
9	1.73767
9.1	1.7329
9.2	1.72816
9.3	1.72343
9.4	1.71873
9.5	1.71405
9.6	1.70938
9.7	1.70474
9.8	1.70012
9.9	1.69552
10	1.69095
10.1	1.68641
10.2	1.68188
10.3	1.67737
10.4	1.67287
10.5	1.6684
10.6	1.66395
10.7	1.65952
10.8	1.65512
10.9	1.65074
11	1.64638
11.1	1.64204
11.2	1.63773
11.3	1.63343
11.4	1.62915
11.5	1.62489
11.6	1.62066
11.7	1.61644
11.8	1.61223
11.9	1.60805
12	1.60389
12.1	1.59975
12.2	1.59563
12.3	1.59153
12.4	1.58743
12.5	1.58335
12.6	1.57929
12.7	1.57525
12.8	1.57123
12.9	1.56722
13	1.56324
13.1	1.55926
13.2	1.55531
13.3	1.55137
13.4	1.54745
13.5	1.54355
13.6	1.53965
13.7	1.53576
13.8	1.53188
13.9	1.52801
14	1.52416
14.1	1.52033
14.2	1.51652
14.3	1.51272
14.4	1.50895
14.5	1.50518
14.6	1.50144
14.7	1.49771
14.8	1.49399
14.9	1.49028
15	1.48658
15.1	1.48289
15.2	1.47922
15.3	1.47556
15.4	1.47191
15.5	1.46828
15.6	1.46467
15.7	1.46108
15.8	1.45751
15.9	1.45395
16	1.45041
16.1	1.44688
16.2	1.44337
16.3	1.43985
16.4	1.43633
16.5	1.43283
16.6	1.42934
16.7	1.42586
16.8	1.42238
16.9	1.41893
17	1.41549
17.1	1.41206
17.2	1.40864
17.3	1.40523
17.4	1.40183
17.5	1.39844
17.6	1.39506
17.7	1.3917
17.8	1.38834
17.9	1.385
18	1.38167
