LagTime	Correlation

0	0.672397
0.1	0.667379
0.2	0.659904
0.3	0.651885
0.4	0.643813
0.5	0.635803
0.6	0.627884
0.7	0.620058
0.8	0.612319
0.9	0.604673
1	0.597125
1.1	0.589674
1.2	0.582318
1.3	0.575056
1.4	0.567883
1.5	0.5608
1.6	0.553804
1.7	0.546896
1.8	0.540077
1.9	0.533346
2	0.5267
2.1	0.520133
2.2	0.513644
2.3	0.507227
2.4	0.500887
2.5	0.494627
2.6	0.488442
2.7	0.482331
2.8	0.476298
2.9	0.470344
3	0.464462
3.1	0.458659
3.2	0.452933
3.3	0.447282
3.4	0.441702
3.5	0.436194
3.6	0.430761
3.7	0.425398
3.8	0.420104
3.9	0.414878
4	0.409716
4.1	0.404622
4.2	0.399595
4.3	0.394633
4.4	0.389734
4.5	0.384899
4.6	0.380129
4.7	0.375421
4.8	0.370776
4.9	0.366194
5	0.36167
5.1	0.357199
5.2	0.352779
5.3	0.348417
5.4	0.344112
5.5	0.339863
5.6	0.33567
5.7	0.33153
5.8	0.327441
5.9	0.323402
6	0.319413
6.1	0.315475
6.2	0.311586
6.3	0.307746
6.4	0.303953
6.5	0.300203
6.6	0.296502
6.7	0.292853
6.8	0.289243
6.9	0.285677
7	0.282152
7.1	0.278668
7.2	0.275222
7.3	0.271813
7.4	0.26845
7.5	0.265128
7.6	0.261849
7.7	0.258612
7.8	0.255414
7.9	0.252253
8	0.249127
8.1	0.246042
8.2	0.242998
8.3	0.239997
8.4	0.237035
8.5	0.234111
8.6	0.231224
8.7	0.228378
8.8	0.225569
8.9	0.222791
9	0.22005
9.1	0.217349
9.2	0.214688
9.3	0.21207
9.4	0.209496
9.5	0.206959
9.6	0.204455
9.7	0.201984
9.8	0.199542
9.9	0.197126
10	0.19474
10.1	0.192386
10.2	0.190061
10.3	0.18776
10.4	0.185482
10.5	0.183231
10.6	0.181009
10.7	0.178817
10.8	0.176651
10.9	0.17451
11	0.172393
11.1	0.170302
11.2	0.168238
11.3	0.1662
11.4	0.164191
11.5	0.162211
11.6	0.160258
11.7	0.158334
11.8	0.156437
11.9	0.154566
12	0.152719
12.1	0.150897
12.2	0.149096
12.3	0.147313
12.4	0.145547
12.5	0.1438
12.6	0.142071
12.7	0.140362
