LagTime	Correlation

0	1.73169
0.1	1.72668
0.2	1.71919
0.3	1.71113
0.4	1.70299
0.5	1.69488
0.6	1.68684
0.7	1.67886
0.8	1.67094
0.9	1.66308
1	1.65528
1.1	1.64755
1.2	1.63988
1.3	1.63227
1.4	1.62473
1.5	1.61725
1.6	1.60983
1.7	1.60246
1.8	1.59516
1.9	1.58791
2	1.58073
2.1	1.5736
2.2	1.56653
2.3	1.5595
2.4	1.55253
2.5	1.54561
2.6	1.53874
2.7	1.53193
2.8	1.52519
2.9	1.51849
3	1.51185
3.1	1.50526
3.2	1.49872
3.3	1.49224
3.4	1.48581
3.5	1.47944
3.6	1.47311
3.7	1.46682
3.8	1.46059
3.9	1.4544
4	1.44826
4.1	1.44216
4.2	1.43609
4.3	1.43007
4.4	1.4241
4.5	1.41817
4.6	1.41228
4.7	1.40644
4.8	1.40063
4.9	1.39487
5	1.38915
5.1	1.38348
5.2	1.37784
5.3	1.37224
5.4	1.36668
5.5	1.36115
5.6	1.35566
5.7	1.35021
5.8	1.3448
5.9	1.33941
6	1.33406
6.1	1.32875
6.2	1.32347
6.3	1.31823
6.4	1.31302
6.5	1.30785
6.6	1.30272
6.7	1.29761
6.8	1.29254
6.9	1.28751
7	1.28252
7.1	1.27756
7.2	1.27264
7.3	1.26776
7.4	1.2629
7.5	1.25807
7.6	1.25328
7.7	1.24852
7.8	1.24379
7.9	1.23909
8	1.23442
8.1	1.22979
8.2	1.22518
8.3	1.22061
8.4	1.21607
8.5	1.21156
8.6	1.20709
8.7	1.20265
8.8	1.19823
8.9	1.19385
9	1.18949
9.1	1.18516
9.2	1.18086
9.3	1.17658
9.4	1.17234
9.5	1.16811
9.6	1.16391
9.7	1.15974
9.8	1.15559
9.9	1.15146
10	1.14736
10.1	1.14328
10.2	1.13922
10.3	1.13519
10.4	1.13119
10.5	1.12721
10.6	1.12325
10.7	1.11932
10.8	1.11541
10.9	1.11154
11	1.10768
11.1	1.10385
11.2	1.10004
11.3	1.09625
11.4	1.09249
11.5	1.08874
11.6	1.08502
11.7	1.08132
11.8	1.07765
11.9	1.074
12	1.07036
12.1	1.06676
12.2	1.06317
12.3	1.0596
12.4	1.05605
12.5	1.05253
12.6	1.04903
12.7	1.04555
12.8	1.04209
12.9	1.03865
13	1.03523
13.1	1.03183
13.2	1.02845
13.3	1.02509
13.4	1.02174
13.5	1.01842
13.6	1.01511
13.7	1.01182
13.8	1.00854
13.9	1.00529
14	1.00205
14.1	0.99882
14.2	0.995613
14.3	0.992425
14.4	0.989254
14.5	0.986104
14.6	0.982971
14.7	0.979849
14.8	0.976736
14.9	0.973637
15	0.970555
15.1	0.967487
15.2	0.964431
15.3	0.96139
15.4	0.958357
15.5	0.955336
15.6	0.952326
15.7	0.949328
15.8	0.946342
15.9	0.943369
16	0.940413
16.1	0.937472
16.2	0.934548
16.3	0.931638
16.4	0.928739
16.5	0.925851
16.6	0.922977
16.7	0.92012
16.8	0.917276
16.9	0.914443
17	0.911617
17.1	0.908802
17.2	0.906008
17.3	0.903236
17.4	0.90048
17.5	0.897734
17.6	0.894999
17.7	0.892276
17.8	0.889562
17.9	0.886859
18	0.884168
18.1	0.881482
18.2	0.878812
18.3	0.876154
18.4	0.873503
18.5	0.870866
18.6	0.868243
18.7	0.865636
18.8	0.863041
18.9	0.860456
19	0.857878
19.1	0.855306
19.2	0.852739
19.3	0.850178
19.4	0.847631
19.5	0.845101
19.6	0.842586
19.7	0.840087
19.8	0.837597
19.9	0.835121
20	0.83266
20.1	0.830214
20.2	0.827776
20.3	0.82535
20.4	0.822938
20.5	0.820536
20.6	0.818142
20.7	0.815758
20.8	0.813387
20.9	0.811023
21	0.808674
21.1	0.806334
21.2	0.804008
21.3	0.801694
21.4	0.799394
21.5	0.797101
21.6	0.794815
21.7	0.792535
21.8	0.79026
21.9	0.78799
22	0.785725
22.1	0.78347
22.2	0.781223
22.3	0.778986
22.4	0.776758
22.5	0.774543
22.6	0.772344
22.7	0.770157
22.8	0.767976
22.9	0.765803
23	0.763632
23.1	0.76146
23.2	0.759291
23.3	0.757133
23.4	0.754986
23.5	0.752847
23.6	0.750712
23.7	0.74858
23.8	0.746456
23.9	0.744342
24	0.742236
24.1	0.740141
24.2	0.738053
24.3	0.735978
24.4	0.733913
24.5	0.731857
24.6	0.729811
24.7	0.727776
24.8	0.72575
24.9	0.723736
25	0.721731
25.1	0.719737
25.2	0.717754
25.3	0.715776
25.4	0.713808
25.5	0.711849
25.6	0.7099
25.7	0.707959
25.8	0.706026
25.9	0.704105
26	0.702195
26.1	0.700296
26.2	0.698404
26.3	0.696524
26.4	0.694646
26.5	0.692775
26.6	0.690918
26.7	0.689068
26.8	0.687223
26.9	0.685381
27	0.683547
27.1	0.681724
27.2	0.679913
27.3	0.678109
27.4	0.676307
27.5	0.674506
27.6	0.672712
27.7	0.670922
27.8	0.669134
27.9	0.667353
28	0.665582
28.1	0.663821
28.2	0.662067
28.3	0.660316
28.4	0.658571
28.5	0.65683
28.6	0.65509
28.7	0.653356
28.8	0.651628
28.9	0.649901
29	0.648181
29.1	0.646466
29.2	0.644751
29.3	0.643033
29.4	0.641321
29.5	0.639613
29.6	0.637909
29.7	0.636209
29.8	0.634512
29.9	0.63282
30	0.631138
30.1	0.62946
30.2	0.627787
30.3	0.626121
30.4	0.624461
30.5	0.622806
30.6	0.621154
30.7	0.619504
30.8	0.61786
30.9	0.616221
31	0.614587
31.1	0.612958
31.2	0.611333
31.3	0.609715
31.4	0.608105
31.5	0.606504
31.6	0.604912
31.7	0.603328
31.8	0.601744
31.9	0.600162
32	0.598578
32.1	0.596996
32.2	0.595416
32.3	0.593839
32.4	0.59227
32.5	0.590712
32.6	0.589157
32.7	0.587601
32.8	0.586052
32.9	0.58451
33	0.582972
33.1	0.581442
33.2	0.579916
33.3	0.578399
33.4	0.576894
33.5	0.575397
33.6	0.573907
33.7	0.572427
33.8	0.570962
33.9	0.569506
34	0.568056
34.1	0.56661
34.2	0.565168
34.3	0.563731
34.4	0.562296
34.5	0.560869
34.6	0.55945
34.7	0.558031
34.8	0.556615
34.9	0.555209
35	0.553811
35.1	0.552419
35.2	0.551031
35.3	0.549647
35.4	0.548269
35.5	0.546898
35.6	0.545528
35.7	0.544159
35.8	0.542799
35.9	0.541442
36	0.540089
36.1	0.538745
36.2	0.537411
36.3	0.536086
36.4	0.534771
36.5	0.53346
36.6	0.532154
36.7	0.53085
36.8	0.529548
36.9	0.528248
37	0.526953
37.1	0.525662
37.2	0.524377
37.3	0.5231
37.4	0.521824
37.5	0.520548
37.6	0.519278
37.7	0.518013
37.8	0.51675
37.9	0.515495
38	0.514248
38.1	0.513006
38.2	0.511767
38.3	0.510529
38.4	0.509291
38.5	0.50806
38.6	0.506832
38.7	0.505602
38.8	0.504375
38.9	0.503156
39	0.501945
39.1	0.500734
39.2	0.499531
39.3	0.498333
39.4	0.49714
39.5	0.49595
39.6	0.494765
39.7	0.493583
39.8	0.492406
39.9	0.491229
40	0.490057
40.1	0.488889
40.2	0.487726
40.3	0.486565
40.4	0.485402
40.5	0.484239
40.6	0.48308
40.7	0.481925
40.8	0.480769
40.9	0.479611
41	0.478452
41.1	0.477294
41.2	0.47614
41.3	0.474993
41.4	0.473853
41.5	0.472721
41.6	0.471598
41.7	0.470479
41.8	0.469362
41.9	0.468246
42	0.467133
42.1	0.466022
42.2	0.464913
42.3	0.463811
42.4	0.462707
42.5	0.4616
42.6	0.460494
42.7	0.459389
42.8	0.458292
42.9	0.4572
43	0.456112
43.1	0.455025
43.2	0.453946
43.3	0.452871
43.4	0.451805
43.5	0.450748
43.6	0.449693
43.7	0.448641
43.8	0.447594
43.9	0.446552
44	0.445516
44.1	0.444485
44.2	0.443457
44.3	0.442435
44.4	0.441416
44.5	0.440398
44.6	0.439384
44.7	0.438372
44.8	0.437362
44.9	0.436353
45	0.435346
45.1	0.434343
45.2	0.433343
45.3	0.432346
45.4	0.431344
45.5	0.430337
45.6	0.429329
45.7	0.428322
45.8	0.427314
45.9	0.426303
46	0.425293
46.1	0.424287
46.2	0.423282
46.3	0.422282
46.4	0.421282
46.5	0.42028
46.6	0.419276
46.7	0.41827
46.8	0.417256
46.9	0.41624
47	0.415227
47.1	0.414218
47.2	0.413212
47.3	0.412211
47.4	0.411212
47.5	0.410212
47.6	0.409211
47.7	0.408209
47.8	0.407212
47.9	0.406217
48	0.405227
48.1	0.404243
48.2	0.403264
48.3	0.402293
48.4	0.401327
48.5	0.400361
48.6	0.399399
48.7	0.398439
48.8	0.397489
48.9	0.396547
49	0.395607
49.1	0.394671
49.2	0.393738
49.3	0.39281
49.4	0.391887
49.5	0.390971
49.6	0.390062
49.7	0.389158
49.8	0.388254
49.9	0.387349
50	0.386442
50.1	0.385542
50.2	0.384647
50.3	0.383755
50.4	0.382871
50.5	0.38199
50.6	0.381106
50.7	0.380222
50.8	0.379335
50.9	0.378451
51	0.377568
51.1	0.376686
51.2	0.375807
51.3	0.374931
51.4	0.374061
51.5	0.373189
51.6	0.372317
51.7	0.371455
51.8	0.3706
51.9	0.369746
52	0.368888
52.1	0.368025
52.2	0.367158
52.3	0.366289
52.4	0.365423
52.5	0.364561
52.6	0.363705
52.7	0.362857
52.8	0.362011
52.9	0.361168
53	0.360325
53.1	0.359479
53.2	0.35863
53.3	0.357788
53.4	0.356951
53.5	0.35612
53.6	0.355299
53.7	0.354482
53.8	0.353661
53.9	0.35284
54	0.352026
54.1	0.351221
54.2	0.350423
54.3	0.349629
54.4	0.348839
54.5	0.348048
54.6	0.347262
54.7	0.346476
54.8	0.345696
54.9	0.344916
55	0.344136
55.1	0.343357
55.2	0.342582
55.3	0.341811
55.4	0.341048
55.5	0.340285
