LagTime	Correlation

0	0.668809
0.1	0.663791
0.2	0.656311
0.3	0.648285
0.4	0.640201
0.5	0.632182
0.6	0.624256
0.7	0.616428
0.8	0.608702
0.9	0.601075
1	0.593544
1.1	0.586108
1.2	0.578768
1.3	0.571518
1.4	0.564357
1.5	0.557285
1.6	0.550302
1.7	0.543409
1.8	0.536604
1.9	0.529882
2	0.52324
2.1	0.516678
2.2	0.510193
2.3	0.503787
2.4	0.497459
2.5	0.491212
2.6	0.485041
2.7	0.47895
2.8	0.472937
2.9	0.466997
3	0.461133
3.1	0.455346
3.2	0.449628
3.3	0.443974
3.4	0.43839
3.5	0.432875
3.6	0.427433
3.7	0.422058
3.8	0.416752
3.9	0.411514
4	0.406346
4.1	0.401247
4.2	0.396216
4.3	0.391251
4.4	0.386348
4.5	0.381513
4.6	0.376742
4.7	0.372029
4.8	0.367378
4.9	0.362786
5	0.358253
5.1	0.353778
5.2	0.349361
5.3	0.344999
5.4	0.340691
5.5	0.336438
5.6	0.332233
5.7	0.328082
5.8	0.323987
5.9	0.319938
6	0.315938
6.1	0.31199
6.2	0.308097
6.3	0.304253
6.4	0.300455
6.5	0.296707
6.6	0.293005
6.7	0.289347
6.8	0.285734
6.9	0.282164
7	0.27864
7.1	0.275162
7.2	0.271733
7.3	0.268352
7.4	0.265016
7.5	0.261724
7.6	0.258471
7.7	0.255257
7.8	0.252083
7.9	0.248948
8	0.245851
8.1	0.242794
8.2	0.239773
8.3	0.236787
8.4	0.233836
8.5	0.230915
8.6	0.228029
8.7	0.225182
8.8	0.222376
8.9	0.219605
9	0.216864
9.1	0.214156
9.2	0.211482
9.3	0.208839
9.4	0.206225
9.5	0.203639
9.6	0.201085
9.7	0.198563
9.8	0.196078
9.9	0.193625
10	0.191196
10.1	0.188794
10.2	0.186422
10.3	0.184082
10.4	0.181772
10.5	0.17949
10.6	0.177244
10.7	0.175026
10.8	0.172838
10.9	0.170683
11	0.168553
11.1	0.166451
11.2	0.164374
11.3	0.162323
11.4	0.160292
11.5	0.15828
11.6	0.156291
11.7	0.154324
11.8	0.152385
11.9	0.150472
12	0.148586
12.1	0.14673
12.2	0.144897
12.3	0.143082
12.4	0.141293
12.5	0.13953
12.6	0.137792
12.7	0.13608
12.8	0.134388
12.9	0.132716
13	0.131059
13.1	0.129421
13.2	0.127801
13.3	0.126197
13.4	0.124614
13.5	0.123049
13.6	0.1215
13.7	0.119963
13.8	0.118442
13.9	0.116939
14	0.115452
14.1	0.113981
14.2	0.112526
14.3	0.111088
14.4	0.109664
14.5	0.108252
14.6	0.106854
14.7	0.105475
14.8	0.104109
14.9	0.102755
15	0.101418
15.1	0.1001
15.2	0.0988003
15.3	0.0975258
15.4	0.0962699
15.5	0.0950276
15.6	0.0937955
15.7	0.092576
15.8	0.091368
15.9	0.0901736
16	0.0889962
16.1	0.0878341
16.2	0.0866845
16.3	0.0855501
16.4	0.0844361
16.5	0.0833439
16.6	0.0822708
16.7	0.0812148
16.8	0.0801724
16.9	0.0791453
17	0.0781359
17.1	0.0771374
17.2	0.0761487
17.3	0.0751677
17.4	0.0741954
17.5	0.0732379
17.6	0.0722917
17.7	0.0713498
17.8	0.0704147
17.9	0.0694892
18	0.0685754
18.1	0.0676701
18.2	0.0667706
18.3	0.0658784
18.4	0.0649957
18.5	0.0641232
18.6	0.0632637
18.7	0.0624178
18.8	0.0615808
18.9	0.0607549
19	0.0599396
19.1	0.0591346
19.2	0.0583413
