LagTime	Correlation

0	0.667139
0.1	0.662121
0.2	0.654643
0.3	0.646625
0.4	0.638553
0.5	0.630539
0.6	0.622622
0.7	0.6148
0.8	0.60708
0.9	0.599456
1	0.59193
1.1	0.584502
1.2	0.577172
1.3	0.569931
1.4	0.562779
1.5	0.555714
1.6	0.548735
1.7	0.541841
1.8	0.535036
1.9	0.528313
2	0.521671
2.1	0.51511
2.2	0.508626
2.3	0.502217
2.4	0.495885
2.5	0.489632
2.6	0.483459
2.7	0.477363
2.8	0.47134
2.9	0.465388
3	0.45951
3.1	0.453707
3.2	0.447979
3.3	0.442324
3.4	0.436743
3.5	0.431231
3.6	0.425786
3.7	0.420408
3.8	0.415095
3.9	0.409845
4	0.404651
4.1	0.399519
4.2	0.394448
4.3	0.389444
4.4	0.384505
4.5	0.37963
4.6	0.374819
4.7	0.370075
4.8	0.365392
4.9	0.360771
5	0.356212
5.1	0.351714
5.2	0.347279
5.3	0.342906
5.4	0.338595
5.5	0.334335
5.6	0.330127
5.7	0.325975
5.8	0.321873
5.9	0.317825
6	0.313829
6.1	0.309885
6.2	0.305985
6.3	0.302133
6.4	0.298332
6.5	0.294586
6.6	0.290889
6.7	0.287241
6.8	0.283643
6.9	0.280087
7	0.276574
7.1	0.273104
7.2	0.269671
7.3	0.266274
7.4	0.262912
7.5	0.259586
7.6	0.2563
7.7	0.253056
7.8	0.249854
7.9	0.246693
8	0.243576
8.1	0.240502
8.2	0.23747
8.3	0.234478
8.4	0.23152
8.5	0.22859
8.6	0.225691
8.7	0.222828
8.8	0.220005
8.9	0.217221
9	0.214474
9.1	0.211765
9.2	0.209092
9.3	0.206457
9.4	0.203863
9.5	0.201306
9.6	0.198786
9.7	0.196301
9.8	0.193849
9.9	0.19143
10	0.18904
10.1	0.186676
10.2	0.184336
10.3	0.182029
10.4	0.179753
10.5	0.17751
10.6	0.175297
10.7	0.173115
10.8	0.170958
10.9	0.168823
11	0.166714
11.1	0.164627
11.2	0.162564
11.3	0.160533
11.4	0.158527
11.5	0.156546
11.6	0.154589
11.7	0.15266
11.8	0.150759
11.9	0.148884
12	0.147035
12.1	0.145207
12.2	0.143396
12.3	0.141602
12.4	0.139825
12.5	0.138068
12.6	0.136337
12.7	0.134626
12.8	0.132938
12.9	0.131272
13	0.129626
13.1	0.127998
13.2	0.126385
13.3	0.124789
13.4	0.123212
13.5	0.121651
13.6	0.120106
13.7	0.118583
13.8	0.117078
13.9	0.1156
14	0.114141
14.1	0.112698
14.2	0.111273
14.3	0.109866
14.4	0.10848
14.5	0.107112
14.6	0.105762
14.7	0.104438
14.8	0.103135
14.9	0.10185
15	0.100579
15.1	0.0993207
15.2	0.0980754
15.3	0.0968475
15.4	0.0956351
15.5	0.0944349
15.6	0.0932487
15.7	0.0920787
15.8	0.0909213
15.9	0.0897762
16	0.0886415
16.1	0.0875168
16.2	0.0864047
16.3	0.085305
16.4	0.0842108
16.5	0.0831216
16.6	0.0820385
16.7	0.0809646
16.8	0.0799044
16.9	0.0788574
17	0.0778207
17.1	0.0767937
17.2	0.07578
17.3	0.0747772
17.4	0.0737872
17.5	0.0728073
17.6	0.0718452
17.7	0.0708957
17.8	0.0699564
17.9	0.0690348
18	0.0681329
18.1	0.0672459
18.2	0.066372
18.3	0.0655117
18.4	0.0646664
18.5	0.0638321
18.6	0.0630094
18.7	0.0622008
18.8	0.0614037
18.9	0.0606211
19	0.0598497
19.1	0.0590898
19.2	0.058336
19.3	0.0575922
19.4	0.0568554
19.5	0.0561266
19.6	0.0554031
19.7	0.0546855
19.8	0.0539793
19.9	0.0532839
20	0.0525976
20.1	0.051921
20.2	0.051256
20.3	0.0506014
20.4	0.049953
20.5	0.0493091
20.6	0.048668
20.7	0.0480347
20.8	0.0474097
20.9	0.0467926
21	0.0461845
21.1	0.0455859
21.2	0.0449999
21.3	0.0444237
21.4	0.0438514
21.5	0.0432845
21.6	0.042726
21.7	0.0421795
21.8	0.041639
21.9	0.0411062
22	0.0405835
22.1	0.0400685
22.2	0.0395588
22.3	0.0390565
22.4	0.0385632
22.5	0.0380765
22.6	0.0376007
22.7	0.0371285
22.8	0.036662
22.9	0.0362044
23	0.0357566
23.1	0.0353207
23.2	0.0348962
23.3	0.0344784
23.4	0.0340668
23.5	0.0336566
23.6	0.0332529
23.7	0.0328555
23.8	0.0324624
23.9	0.0320677
24	0.0316769
24.1	0.0312928
24.2	0.0309218
24.3	0.0305594
24.4	0.030202
24.5	0.0298447
24.6	0.0294952
24.7	0.0291478
24.8	0.0288024
24.9	0.0284613
25	0.0281235
25.1	0.0277958
25.2	0.027474
25.3	0.0271571
25.4	0.0268454
25.5	0.0265338
25.6	0.0262233
25.7	0.0259189
25.8	0.0256205
25.9	0.025334
26	0.0250537
26.1	0.0247787
26.2	0.0245076
26.3	0.0242394
26.4	0.0239781
26.5	0.0237207
26.6	0.0234656
26.7	0.0232096
26.8	0.022959
26.9	0.0227152
27	0.0224741
27.1	0.0222348
27.2	0.0219981
27.3	0.0217606
27.4	0.0215206
27.5	0.0212777
27.6	0.0210352
27.7	0.0207964
27.8	0.0205564
27.9	0.0203195
28	0.020089
28.1	0.0198619
28.2	0.0196406
28.3	0.0194251
28.4	0.019214
28.5	0.0190062
28.6	0.0188002
28.7	0.0185999
28.8	0.0184012
28.9	0.0181996
29	0.0179983
29.1	0.0178
29.2	0.0176085
29.3	0.0174212
29.4	0.0172353
29.5	0.0170511
29.6	0.0168706
29.7	0.0166939
29.8	0.0165186
29.9	0.0163416
30	0.0161658
30.1	0.0159892
30.2	0.0158113
30.3	0.0156311
30.4	0.0154509
30.5	0.0152777
30.6	0.015106
30.7	0.0149348
30.8	0.0147624
30.9	0.0145887
31	0.0144178
31.1	0.0142496
31.2	0.0140802
31.3	0.0139051
31.4	0.0137343
31.5	0.0135706
31.6	0.0134151
31.7	0.0132585
31.8	0.013103
31.9	0.0129456
32	0.0127881
32.1	0.0126318
32.2	0.0124821
32.3	0.0123397
32.4	0.0122003
32.5	0.0120606
32.6	0.0119233
32.7	0.0117877
32.8	0.0116546
32.9	0.0115193
33	0.0113881
33.1	0.0112602
33.2	0.0111365
33.3	0.0110108
33.4	0.0108861
33.5	0.010762
33.6	0.0106357
33.7	0.0105092
33.8	0.0103884
33.9	0.010273
34	0.0101605
34.1	0.0100479
34.2	0.00994082
34.3	0.00983453
34.4	0.00972953
34.5	0.0096273
34.6	0.00952272
34.7	0.00941736
34.8	0.00931873
34.9	0.00922575
35	0.00913734
35.1	0.00905342
35.2	0.00896836
35.3	0.0088899
35.4	0.00880941
35.5	0.00872462
35.6	0.00863859
35.7	0.00855577
35.8	0.00848138
35.9	0.00841455
36	0.00834977
36.1	0.00828732
36.2	0.00822085
36.3	0.00815469
36.4	0.00808481
36.5	0.00801346
36.6	0.00794241
36.7	0.00787178
36.8	0.0078008
36.9	0.00773198
37	0.00766154
37.1	0.00759389
37.2	0.00753404
37.3	0.00748052
37.4	0.00742836
37.5	0.00737472
37.6	0.00732438
37.7	0.00727409
37.8	0.00722642
37.9	0.00717662
38	0.00712906
38.1	0.00708576
38.2	0.00704561
38.3	0.00700924
38.4	0.00697685
38.5	0.00695149
38.6	0.00692452
38.7	0.00689984
38.8	0.0068762
38.9	0.00685294
39	0.00682922
39.1	0.00680518
39.2	0.0067806
39.3	0.00675655
39.4	0.00673874
39.5	0.0067212
39.6	0.00670065
39.7	0.00668118
39.8	0.00666475
39.9	0.0066522
40	0.00664574
40.1	0.00664414
40.2	0.00664086
40.3	0.00663211
40.4	0.00661892
40.5	0.00660539
40.6	0.0065972
40.7	0.00659324
40.8	0.00659155
40.9	0.00659314
41	0.00659794
41.1	0.00660501
41.2	0.00661178
41.3	0.00661754
41.4	0.00662137
41.5	0.00662518
41.6	0.00662935
41.7	0.00663028
41.8	0.00663047
41.9	0.00663061
42	0.00663132
42.1	0.0066336
42.2	0.00663461
42.3	0.00663148
42.4	0.0066263
42.5	0.00661949
42.6	0.00660797
42.7	0.00659339
42.8	0.00658083
42.9	0.00656617
43	0.00655024
43.1	0.00653234
43.2	0.00651904
43.3	0.00651013
43.4	0.00650353
43.5	0.00649198
