LagTime	Correlation

0	0.670091
0.1	0.665072
0.2	0.657591
0.3	0.649564
0.4	0.64148
0.5	0.633455
0.6	0.625525
0.7	0.617691
0.8	0.609953
0.9	0.60231
1	0.594762
1.1	0.58731
1.2	0.579957
1.3	0.572705
1.4	0.565548
1.5	0.55848
1.6	0.5515
1.7	0.544604
1.8	0.53779
1.9	0.531061
2	0.524418
2.1	0.517858
2.2	0.511377
2.3	0.50497
2.4	0.498642
2.5	0.492392
2.6	0.48622
2.7	0.480126
2.8	0.474108
2.9	0.468168
3	0.462301
3.1	0.456504
3.2	0.450775
3.3	0.44512
3.4	0.439537
3.5	0.434027
3.6	0.428586
3.7	0.423212
3.8	0.417908
3.9	0.412672
4	0.407498
4.1	0.402383
4.2	0.397329
4.3	0.392331
4.4	0.387388
4.5	0.382502
4.6	0.377673
4.7	0.372902
4.8	0.368191
4.9	0.36354
5	0.358946
5.1	0.354415
5.2	0.349942
5.3	0.345524
5.4	0.341159
5.5	0.336847
5.6	0.332589
5.7	0.328384
5.8	0.324235
5.9	0.320135
6	0.316082
6.1	0.312073
6.2	0.308118
6.3	0.304217
6.4	0.300368
6.5	0.296563
6.6	0.292806
6.7	0.289095
6.8	0.28543
6.9	0.28181
7	0.278236
7.1	0.274711
7.2	0.271235
7.3	0.267807
7.4	0.264424
7.5	0.261082
7.6	0.257779
7.7	0.254509
7.8	0.251278
7.9	0.248088
8	0.244939
8.1	0.241827
8.2	0.238753
8.3	0.235718
8.4	0.23272
8.5	0.229759
8.6	0.226832
8.7	0.223937
8.8	0.221076
8.9	0.218247
9	0.215453
9.1	0.212695
9.2	0.209974
9.3	0.20729
9.4	0.204635
9.5	0.20201
9.6	0.199412
9.7	0.196841
9.8	0.194297
9.9	0.191787
10	0.189311
10.1	0.186873
10.2	0.184471
10.3	0.182099
10.4	0.179761
10.5	0.177455
10.6	0.175175
10.7	0.172927
10.8	0.170704
10.9	0.168503
11	0.166327
11.1	0.164179
11.2	0.162061
11.3	0.159969
11.4	0.157902
11.5	0.15586
11.6	0.153843
11.7	0.151855
11.8	0.149894
11.9	0.147964
12	0.146062
12.1	0.144187
12.2	0.142343
12.3	0.140525
12.4	0.138724
12.5	0.136946
12.6	0.13519
12.7	0.133456
12.8	0.131742
12.9	0.130042
13	0.128361
13.1	0.126702
13.2	0.125067
13.3	0.123456
13.4	0.121868
13.5	0.120301
13.6	0.118748
13.7	0.117212
13.8	0.115693
13.9	0.114192
14	0.112707
14.1	0.11124
14.2	0.109794
14.3	0.108369
14.4	0.106965
14.5	0.105585
14.6	0.104222
14.7	0.102874
14.8	0.101537
14.9	0.100207
15	0.0988932
15.1	0.0975943
15.2	0.0963134
15.3	0.0950575
15.4	0.0938167
15.5	0.0925887
15.6	0.0913758
15.7	0.0901817
15.8	0.0889995
15.9	0.0878284
