LagTime	Correlation

0	0.669058
0.1	0.664042
0.2	0.656569
0.3	0.648551
0.4	0.64047
0.5	0.632448
0.6	0.624509
0.7	0.616664
0.8	0.608916
0.9	0.601265
1	0.593711
1.1	0.58625
1.2	0.578883
1.3	0.57161
1.4	0.564433
1.5	0.557344
1.6	0.550341
1.7	0.543429
1.8	0.536607
1.9	0.529867
2	0.523208
2.1	0.516635
2.2	0.510149
2.3	0.503748
2.4	0.497432
2.5	0.491199
2.6	0.485048
2.7	0.478978
2.8	0.472983
2.9	0.467066
3	0.461227
3.1	0.455464
3.2	0.449773
3.3	0.44415
3.4	0.438595
3.5	0.433107
3.6	0.427689
3.7	0.422337
3.8	0.417052
3.9	0.41183
4	0.406673
4.1	0.401584
4.2	0.396555
4.3	0.391589
4.4	0.386692
4.5	0.381862
4.6	0.377097
4.7	0.372391
4.8	0.367741
4.9	0.363152
5	0.358621
5.1	0.35415
5.2	0.349735
5.3	0.345379
5.4	0.341081
5.5	0.336836
5.6	0.332642
5.7	0.328499
5.8	0.324405
5.9	0.320364
6	0.316371
6.1	0.312431
6.2	0.308542
6.3	0.304702
6.4	0.300908
6.5	0.297165
6.6	0.293467
6.7	0.289812
6.8	0.286195
6.9	0.282619
7	0.279089
7.1	0.275602
7.2	0.272163
7.3	0.268766
7.4	0.265414
7.5	0.262103
7.6	0.258834
7.7	0.255604
7.8	0.252411
7.9	0.249251
8	0.246128
8.1	0.24304
8.2	0.239989
8.3	0.236974
8.4	0.233992
8.5	0.231044
8.6	0.228131
8.7	0.225247
8.8	0.222397
8.9	0.219582
9	0.2168
9.1	0.214054
9.2	0.211339
9.3	0.208662
9.4	0.206015
9.5	0.203403
9.6	0.200822
9.7	0.198275
9.8	0.19576
9.9	0.193278
10	0.190823
10.1	0.188398
10.2	0.186002
10.3	0.183633
10.4	0.181287
10.5	0.178965
10.6	0.176665
10.7	0.174394
10.8	0.172156
10.9	0.169946
11	0.167764
11.1	0.165604
11.2	0.163466
11.3	0.161351
11.4	0.159263
11.5	0.1572
11.6	0.155168
11.7	0.153165
11.8	0.151187
11.9	0.149235
12	0.147308
12.1	0.145407
12.2	0.14353
12.3	0.141675
12.4	0.139845
12.5	0.138035
12.6	0.136249
12.7	0.134484
12.8	0.132737
12.9	0.131006
13	0.12929
13.1	0.127592
13.2	0.125913
13.3	0.124253
13.4	0.122614
13.5	0.120995
13.6	0.119396
13.7	0.117819
13.8	0.116262
13.9	0.114728
14	0.113215
14.1	0.111718
14.2	0.11024
14.3	0.108776
14.4	0.107335
14.5	0.105914
14.6	0.10451
14.7	0.10312
14.8	0.101744
14.9	0.100384
15	0.0990411
15.1	0.0977131
15.2	0.0963971
15.3	0.0950985
15.4	0.0938167
15.5	0.0925488
15.6	0.0912884
15.7	0.0900415
15.8	0.0888022
15.9	0.0875792
16	0.0863728
16.1	0.0851803
16.2	0.0840038
16.3	0.0828409
16.4	0.0816891
16.5	0.0805524
16.6	0.0794305
16.7	0.0783253
16.8	0.0772347
16.9	0.0761573
17	0.0750933
17.1	0.0740454
17.2	0.0730188
17.3	0.0720108
17.4	0.0710148
17.5	0.0700354
17.6	0.069075
17.7	0.0681309
17.8	0.0672029
17.9	0.0662909
18	0.0653897
