LagTime	Correlation

0	0.667726
0.1	0.662704
0.2	0.655214
0.3	0.647178
0.4	0.639083
0.5	0.631042
0.6	0.623082
0.7	0.615214
0.8	0.607439
0.9	0.59976
1	0.592177
1.1	0.584686
1.2	0.577289
1.3	0.569985
1.4	0.562774
1.5	0.555659
1.6	0.548636
1.7	0.541703
1.8	0.534861
1.9	0.528109
2	0.521441
2.1	0.514853
2.2	0.508343
2.3	0.501906
2.4	0.495546
2.5	0.489271
2.6	0.483073
2.7	0.47695
2.8	0.470901
2.9	0.464925
3	0.459022
3.1	0.453191
3.2	0.447431
3.3	0.441742
3.4	0.436124
3.5	0.430574
3.6	0.425087
3.7	0.419666
3.8	0.414311
3.9	0.409027
4	0.403812
4.1	0.398659
4.2	0.393569
4.3	0.388544
4.4	0.383589
4.5	0.378697
4.6	0.373867
4.7	0.369098
4.8	0.364389
4.9	0.359731
5	0.355127
5.1	0.35058
5.2	0.346092
5.3	0.341661
5.4	0.337291
5.5	0.332985
5.6	0.328733
5.7	0.324533
5.8	0.320387
5.9	0.316297
6	0.31226
6.1	0.308279
6.2	0.304348
6.3	0.300469
6.4	0.296642
6.5	0.29286
6.6	0.289127
6.7	0.285439
6.8	0.281795
6.9	0.278199
7	0.274646
7.1	0.271135
7.2	0.26766
7.3	0.264228
7.4	0.260835
7.5	0.257485
7.6	0.254176
7.7	0.25091
7.8	0.247688
7.9	0.244501
8	0.241348
8.1	0.238236
8.2	0.23517
8.3	0.232149
8.4	0.229167
8.5	0.226222
8.6	0.223309
8.7	0.220433
8.8	0.217598
8.9	0.214802
9	0.212044
9.1	0.209322
9.2	0.206632
9.3	0.203969
9.4	0.201335
9.5	0.198734
9.6	0.196168
9.7	0.193636
9.8	0.19114
9.9	0.18868
10	0.186253
10.1	0.183857
10.2	0.181491
10.3	0.179154
10.4	0.17685
10.5	0.174579
10.6	0.172338
10.7	0.17013
10.8	0.16795
10.9	0.165802
11	0.163683
11.1	0.161594
11.2	0.159534
11.3	0.157497
11.4	0.155485
11.5	0.153498
11.6	0.151537
11.7	0.149603
11.8	0.147693
11.9	0.145807
12	0.143949
12.1	0.14212
12.2	0.140319
12.3	0.138547
12.4	0.136797
12.5	0.13507
12.6	0.133364
12.7	0.131679
12.8	0.130014
12.9	0.128369
13	0.126744
13.1	0.125133
13.2	0.123538
13.3	0.121962
13.4	0.120402
13.5	0.11886
13.6	0.117333
13.7	0.115827
13.8	0.114342
13.9	0.112875
14	0.111424
14.1	0.109991
14.2	0.108572
14.3	0.107166
14.4	0.105775
14.5	0.104407
14.6	0.103059
14.7	0.101731
14.8	0.100422
14.9	0.0991278
15	0.0978507
15.1	0.0965899
15.2	0.095339
15.3	0.0940985
15.4	0.0928675
15.5	0.0916541
15.6	0.090453
15.7	0.0892654
15.8	0.0880928
15.9	0.0869385
16	0.0858039
16.1	0.0846894
16.2	0.0835956
16.3	0.0825177
16.4	0.0814514
16.5	0.0803991
16.6	0.079358
16.7	0.078326
16.8	0.0773115
16.9	0.0763134
17	0.0753308
17.1	0.0743631
17.2	0.0734062
17.3	0.0724604
17.4	0.0715224
17.5	0.0705941
17.6	0.0696789
17.7	0.0687753
17.8	0.0678838
17.9	0.0670033
18	0.0661328
18.1	0.0652736
18.2	0.0644253
18.3	0.0635875
18.4	0.0627653
18.5	0.0619517
18.6	0.061152
18.7	0.0603595
18.8	0.0595745
18.9	0.0587992
19	0.0580363
19.1	0.0572799
19.2	0.0565321
19.3	0.0557963
19.4	0.0550699
19.5	0.054353
19.6	0.0536488
19.7	0.0529618
19.8	0.052287
19.9	0.0516189
20	0.0509548
20.1	0.0502988
20.2	0.0496528
20.3	0.0490152
20.4	0.0483863
20.5	0.0477611
20.6	0.0471422
20.7	0.0465282
20.8	0.0459178
20.9	0.0453129
21	0.0447161
21.1	0.0441289
21.2	0.04355
21.3	0.0429784
21.4	0.0424104
21.5	0.0418506
21.6	0.0412952
21.7	0.040743
21.8	0.0401968
21.9	0.0396562
22	0.0391243
22.1	0.038598
22.2	0.0380722
22.3	0.0375506
22.4	0.037033
22.5	0.0365196
22.6	0.0360093
22.7	0.0355015
22.8	0.0349997
22.9	0.0345056
23	0.0340194
23.1	0.0335414
23.2	0.0330717
23.3	0.032605
23.4	0.0321425
23.5	0.0316868
23.6	0.0312376
23.7	0.0307966
23.8	0.0303617
23.9	0.0299365
24	0.0295182
24.1	0.0291019
24.2	0.0286889
24.3	0.0282832
24.4	0.027889
24.5	0.027502
24.6	0.0271189
24.7	0.0267351
24.8	0.0263529
24.9	0.0259692
25	0.0255926
25.1	0.0252243
25.2	0.0248656
25.3	0.0245162
25.4	0.0241716
25.5	0.0238283
25.6	0.023486
25.7	0.0231435
25.8	0.0228018
25.9	0.0224622
26	0.0221295
26.1	0.0218016
26.2	0.0214725
26.3	0.0211468
26.4	0.0208283
26.5	0.0205147
26.6	0.0202057
26.7	0.019902
26.8	0.0196059
26.9	0.0193097
27	0.0190175
27.1	0.0187348
27.2	0.0184593
27.3	0.0181884
27.4	0.017924
27.5	0.0176624
27.6	0.0174027
27.7	0.0171498
27.8	0.0169016
27.9	0.0166562
28	0.0164158
28.1	0.0161771
28.2	0.0159378
28.3	0.0157053
28.4	0.0154787
28.5	0.0152587
28.6	0.0150475
28.7	0.0148417
28.8	0.0146414
28.9	0.01445
29	0.0142703
29.1	0.0140981
29.2	0.0139281
29.3	0.0137598
29.4	0.0135935
29.5	0.0134323
29.6	0.0132739
29.7	0.013117
29.8	0.0129628
29.9	0.0128119
30	0.0126641
30.1	0.0125194
30.2	0.0123707
30.3	0.0122211
30.4	0.0120711
30.5	0.0119221
30.6	0.0117741
30.7	0.0116233
30.8	0.0114679
30.9	0.0113146
31	0.0111636
31.1	0.0110105
31.2	0.0108543
31.3	0.0106946
31.4	0.0105333
31.5	0.0103712
31.6	0.0102036
31.7	0.0100344
31.8	0.00986337
31.9	0.00969293
32	0.00952155
32.1	0.00934672
32.2	0.00916933
32.3	0.00899796
32.4	0.00882951
32.5	0.00866129
32.6	0.00849546
32.7	0.00832833
32.8	0.00816616
32.9	0.00800081
33	0.0078381
33.1	0.00767855
33.2	0.00752028
33.3	0.00736524
33.4	0.00721622
33.5	0.00707
33.6	0.00693272
33.7	0.00680123
33.8	0.00667343
33.9	0.00655309
34	0.00644238
34.1	0.00633283
34.2	0.00622004
34.3	0.00610797
34.4	0.00599787
34.5	0.00589247
34.6	0.0057865
34.7	0.00567873
34.8	0.00557314
34.9	0.00547027
35	0.00536938
35.1	0.0052676
35.2	0.00516327
35.3	0.00505642
35.4	0.00494047
35.5	0.0048204
35.6	0.00470616
35.7	0.00459641
35.8	0.00448644
35.9	0.00438047
36	0.0042755
36.1	0.00417207
36.2	0.0040698
36.3	0.00396712
36.4	0.00386404
36.5	0.0037585
36.6	0.00365427
36.7	0.00355218
36.8	0.0034564
36.9	0.0033703
37	0.0032882
37.1	0.00320798
37.2	0.0031311
37.3	0.00305504
37.4	0.0029815
37.5	0.00291413
37.6	0.00285396
37.7	0.00279551
37.8	0.00273649
37.9	0.00268106
38	0.00262328
38.1	0.00256089
38.2	0.00250188
38.3	0.00245125
38.4	0.00240063
38.5	0.00234738
38.6	0.00228962
38.7	0.00222723
38.8	0.00216082
38.9	0.00209884
39	0.00204113
39.1	0.00199236
39.2	0.0019508
39.3	0.00191337
39.4	0.00187816
39.5	0.00184607
39.6	0.00181516
39.7	0.00178249
39.8	0.00174105
39.9	0.00169497
40	0.00164562
40.1	0.00159511
40.2	0.00154673
40.3	0.00149915
40.4	0.00144705
40.5	0.001393
40.6	0.00134308
40.7	0.00129807
40.8	0.00125682
40.9	0.00121519
41	0.00117412
41.1	0.00113126
41.2	0.00108754
41.3	0.0010478
41.4	0.00101064
41.5	0.000976097
41.6	0.000944828
41.7	0.000914513
41.8	0.000882555
41.9	0.000848915
42	0.000815147
42.1	0.000781542
42.2	0.00074977
42.3	0.000722352
42.4	0.000701562
42.5	0.000684575
42.6	0.000667048
42.7	0.000653657
42.8	0.000645192
42.9	0.000632983
43	0.000618302
43.1	0.000597932
43.2	0.000576356
43.3	0.000553743
43.4	0.000530108
43.5	0.000506952
43.6	0.0004827
43.7	0.000457559
43.8	0.000435422
43.9	0.000412939
44	0.000392418
44.1	0.00036779
44.2	0.000341042
44.3	0.000311537
44.4	0.000281901
44.5	0.00025174
44.6	0.000221472
44.7	0.000190728
44.8	0.000159794
44.9	0.000130815
45	0.000100722
45.1	7.17512e-05
45.2	4.1034e-05
45.3	1.4292e-05
45.4	-1.3796e-05
45.5	-4.56613e-05
45.6	-7.71751e-05
45.7	-0.000108279
45.8	-0.000140188
45.9	-0.000169299
46	-0.000192832
46.1	-0.000212618
46.2	-0.000233849
46.3	-0.000259704
46.4	-0.000289712
46.5	-0.000324015
46.6	-0.000358853
46.7	-0.000395773
46.8	-0.000427963
46.9	-0.000461556
47	-0.000493343
47.1	-0.000519651
47.2	-0.000548128
47.3	-0.000582571
47.4	-0.000619866
47.5	-0.000658156
47.6	-0.0006954
47.7	-0.000729085
47.8	-0.000761368
47.9	-0.000789459
48	-0.000810258
48.1	-0.000820349
48.2	-0.00082849
48.3	-0.000839101
48.4	-0.000854433
48.5	-0.000869281
48.6	-0.000884558
48.7	-0.000898533
48.8	-0.000914752
48.9	-0.000932997
49	-0.000952689
49.1	-0.000970261
49.2	-0.000987716
49.3	-0.00100943
49.4	-0.00102879
49.5	-0.00104527
49.6	-0.00105853
49.7	-0.00106805
49.8	-0.00107998
49.9	-0.00109542
50	-0.0011067
50.1	-0.00112178
50.2	-0.00114037
50.3	-0.00115942
50.4	-0.0011774
50.5	-0.00119713
50.6	-0.00121457
50.7	-0.001228
50.8	-0.00123556
50.9	-0.00123986
51	-0.00124573
51.1	-0.00124594
51.2	-0.00123515
51.3	-0.00122118
51.4	-0.00120698
51.5	-0.00119433
51.6	-0.00118516
51.7	-0.00117511
51.8	-0.00116999
51.9	-0.00117213
52	-0.0011789
52.1	-0.00118878
52.2	-0.00120274
52.3	-0.00121867
52.4	-0.00123347
52.5	-0.00124602
52.6	-0.00126046
52.7	-0.00127634
52.8	-0.00129142
52.9	-0.00131092
53	-0.00133376
53.1	-0.00135922
53.2	-0.00138338
53.3	-0.00140809
53.4	-0.0014338
53.5	-0.00145883
53.6	-0.00147945
53.7	-0.00149776
53.8	-0.00151351
53.9	-0.00152934
54	-0.00154629
54.1	-0.00156538
54.2	-0.00158383
54.3	-0.00160438
54.4	-0.00162436
54.5	-0.00164419
54.6	-0.0016564
54.7	-0.00166109
54.8	-0.00166114
54.9	-0.00166171
55	-0.00166177
55.1	-0.00166361
55.2	-0.00167215
55.3	-0.00168157
55.4	-0.00168694
55.5	-0.00168957
55.6	-0.00168952
55.7	-0.00168195
55.8	-0.00166963
55.9	-0.00165424
56	-0.00163546
56.1	-0.00161827
56.2	-0.00160541
56.3	-0.00159782
56.4	-0.00159481
56.5	-0.00159542
56.6	-0.00159684
56.7	-0.00159557
56.8	-0.00159218
56.9	-0.00158337
57	-0.001575
57.1	-0.00156897
57.2	-0.00156595
57.3	-0.00156694
57.4	-0.00156954
57.5	-0.00157203
57.6	-0.00157298
57.7	-0.00157583
57.8	-0.00158061
57.9	-0.00158345
58	-0.00158494
58.1	-0.00158248
58.2	-0.00157861
58.3	-0.00157372
58.4	-0.00157005
58.5	-0.00156869
58.6	-0.00157149
58.7	-0.00157297
58.8	-0.0015742
58.9	-0.00157939
59	-0.001589
59.1	-0.00159685
59.2	-0.00160194
59.3	-0.0016036
59.4	-0.00159972
59.5	-0.00159704
59.6	-0.00159374
59.7	-0.00159373
59.8	-0.00159942
59.9	-0.00161212
60	-0.00162868
60.1	-0.00164647
60.2	-0.00167001
60.3	-0.00169888
60.4	-0.00172995
60.5	-0.00176553
60.6	-0.00180027
60.7	-0.00183052
60.8	-0.00185255
60.9	-0.00186872
61	-0.00188574
61.1	-0.00189817
61.2	-0.00190732
61.3	-0.001913
61.4	-0.00191267
61.5	-0.00190908
61.6	-0.00190728
61.7	-0.00190739
61.8	-0.00191354
61.9	-0.00192197
62	-0.00192848
62.1	-0.00193631
62.2	-0.00194389
62.3	-0.00194968
62.4	-0.00195331
62.5	-0.001949
62.6	-0.00194263
62.7	-0.00193628
62.8	-0.00192858
62.9	-0.00192065
63	-0.00191604
63.1	-0.00191816
63.2	-0.00192361
63.3	-0.00192842
63.4	-0.00193412
63.5	-0.00193922
63.6	-0.00194767
63.7	-0.00195673
63.8	-0.001963
63.9	-0.00196219
64	-0.00195808
64.1	-0.00195113
64.2	-0.00194543
64.3	-0.00194314
64.4	-0.00194076
64.5	-0.00193788
64.6	-0.00193687
64.7	-0.00193546
64.8	-0.00192766
64.9	-0.00191711
65	-0.00190325
65.1	-0.00188712
65.2	-0.00186794
65.3	-0.00184588
65.4	-0.00182487
65.5	-0.00180386
65.6	-0.00178856
65.7	-0.00177895
65.8	-0.00178122
65.9	-0.00179076
66	-0.00180271
66.1	-0.00181965
66.2	-0.00184088
66.3	-0.00186358
66.4	-0.00188634
66.5	-0.00190402
66.6	-0.00191423
66.7	-0.00192265
66.8	-0.00192683
66.9	-0.001927
67	-0.00191937
67.1	-0.00190508
67.2	-0.00189057
67.3	-0.00187389
67.4	-0.00185401
67.5	-0.00183845
67.6	-0.00182715
67.7	-0.0018174
67.8	-0.00181018
67.9	-0.00180985
68	-0.00181241
68.1	-0.00181175
68.2	-0.0018079
68.3	-0.00180352
68.4	-0.00179495
68.5	-0.00177708
68.6	-0.00175832
68.7	-0.00173996
68.8	-0.00172324
68.9	-0.0017026
69	-0.00167435
69.1	-0.00164422
69.2	-0.00161194
69.3	-0.00157945
69.4	-0.00154723
69.5	-0.00150746
69.6	-0.0014646
69.7	-0.00142024
69.8	-0.00138344
69.9	-0.00134805
70	-0.00131894
70.1	-0.00129471
70.2	-0.00127162
70.3	-0.00124721
70.4	-0.00122122
70.5	-0.00119351
70.6	-0.00116844
70.7	-0.00114599
70.8	-0.00112576
70.9	-0.00111083
71	-0.00110662
71.1	-0.00110974
71.2	-0.00111421
71.3	-0.00112075
71.4	-0.00112403
71.5	-0.00112883
71.6	-0.00114214
71.7	-0.00115655
71.8	-0.00117517
71.9	-0.00119229
72	-0.0012064
72.1	-0.00122147
72.2	-0.00123674
72.3	-0.00125214
72.4	-0.00126995
72.5	-0.00128684
72.6	-0.00130605
72.7	-0.00132926
72.8	-0.00135278
72.9	-0.0013785
73	-0.00139948
73.1	-0.00141907
73.2	-0.001441
73.3	-0.0014633
73.4	-0.00148637
73.5	-0.00151081
73.6	-0.00153949
73.7	-0.00156376
73.8	-0.00158685
73.9	-0.00160955
74	-0.00162853
74.1	-0.00164402
74.2	-0.00165332
74.3	-0.00165581
74.4	-0.00165602
74.5	-0.00165403
74.6	-0.001651
74.7	-0.00164816
74.8	-0.00164497
74.9	-0.00164241
75	-0.00163908
75.1	-0.0016338
75.2	-0.00163279
75.3	-0.00163183
75.4	-0.00162988
75.5	-0.00162797
